,s_video_id,s_width,s_height,s_storage_size,s_duration,s_scan_type,c_content_category,c_si,c_ti,c_scene_change_ffmpeg_ratio30,c_scene_change_ffmpeg_ratio60,c_scene_change_ffmpeg_ratio90,c_scene_change_py_thresh30,c_scene_change_py_thresh50,c_colorhistogram_mean_dark,c_colorhistogram_mean_medium_dark,c_colorhistogram_mean_medium_bright,c_colorhistogram_mean_bright,c_colorhistogram_std_dev_dark,c_colorhistogram_std_dev_medium_dark,c_colorhistogram_std_dev_medium_bright,c_colorhistogram_std_dev_bright,c_colorhistogram_temporal_mean_std_dev_dark,c_colorhistogram_temporal_mean_std_dev_medium_dark,c_colorhistogram_temporal_mean_std_dev_medium_bright,c_colorhistogram_temporal_mean_std_dev_bright,e_crf,e_width,e_height,e_aspect_ratio,e_pixel_aspect_ratio,e_codec,e_codec_profile,e_codec_level,e_framerate,e_gop_size,e_b_frame_int,e_ref_frame_count,e_scan_type,e_bit_depth,e_pixel_fmt,t_average_bitrate,t_average_vmaf
2785,614,1920,1080,55902080,41,0,-1,34.37749758,13.69482962,0.0,0.0,0.0,0,0,0.91227318,0.040005466,0.024302341,0.023419014,6.056819246,0.012968929,0.000839831,0.021837974,,,,,22,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,1719,88.878104
779,506,1080,1080,4273178,3,0,6,72.67890244,21.78870732,0.0,0.0,0.0,0,0,0.435622142,0.394137374,0.106774834,0.063465649,0.641124617,0.14965495,0.127581017,0.085503197,0.447774884,0.325533234,0.097636792,0.024604859,26,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,1742,87.439328
2551,597,1920,1080,65600731,43,0,12,52.04347974,27.78748435,0.0,0.0,0.0,0,0,0.1247817,0.299237236,0.114599569,0.461381494,0.088772601,0.091968582,0.06086434,0.368173463,,,,,55,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,171,10.102163
3709,642,1920,1080,36943508,32,0,-1,38.93285095,13.17947357,0.0,0.0,0.0,0,0,0.773308738,0.109934253,0.069156379,0.04760063,0.357759555,0.052258223,0.008513239,0.029862411,,,,,18,960,540,16:09,1:01,h264,1,32,59.963,119.926,3,1,1,8.0,1,3011,83.53648
1930,571,1920,1080,7528482,4,0,4,46.49917431,40.21621101,0.0,0.0,0.0,0,0,0.518016654,0.093281893,0.152754147,0.235947306,0.526581973,0.008060541,0.04143467,0.124411049,,,,,26,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,3311,87.786736
3262,626,1920,1080,31945504,25,0,-1,27.95929919,18.88836792,0.0,0.0,0.0,0,0,0.315484664,0.286889146,0.256696888,0.140929302,0.197721957,0.051072019,0.029057974,0.09067449,,,,,45,416,234,16:09,1:01,h264,1,13,29.97002997,59.94005994,3,1,2,8.0,1,44,3.810507
1942,571,1920,1080,7528482,4,0,4,46.49917431,40.21621101,0.0,0.0,0.0,0,0,0.518016654,0.093281893,0.152754147,0.235947306,0.526581973,0.008060541,0.04143467,0.124411049,,,,,30,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,4124,91.815214
622,500,1920,1080,18279293,14,0,18,40.83923496,19.74548711,0.0,0.0,0.0,0,0,0.232041538,0.460294657,0.245024916,0.062638889,0.221316571,0.104496398,0.085761809,0.076917371,0.0,0.0,0.0,0.0,20,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,2774,94.716029
2716,610,1920,1080,66086382,49,0,2,55.68120195,22.60264639,0.0,0.0,0.0,0,0,0.058204411,0.723252476,0.106398212,0.112144901,0.059168905,0.349092659,0.051736789,0.136923394,,,,,22,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,1685,73.283661
252,422,1920,1080,11042927,8,1,-1,54.98057692,9.780447115,0.0,0.0,0.0,0,0,0.345901331,0.510617927,0.072284594,0.071196148,1.129176458,0.900910997,0.117467822,0.056645075,,,,,55,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,28,0.318593
1489,538,1920,1080,13663792,12,0,-1,52.15500683,2.33334471,0.0,0.0,25.0,0,0,0.285901492,0.292318512,0.286836259,0.134943737,0.167524177,0.068473148,0.082001134,0.138214419,,,,,22,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,653,82.824025
1241,517,1920,1080,55691714,37,0,16,66.67963812,41.84506638,0.0,0.0,0.0,0,0,0.263877797,0.447296811,0.193093011,0.095732382,0.100469269,0.170464109,0.081682543,0.034487805,,,,,45,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,1210,34.519875
3205,626,1920,1080,31945504,25,0,-1,27.95929919,18.88836792,0.0,0.0,0.0,0,0,0.315484664,0.286889146,0.256696888,0.140929302,0.197721957,0.051072019,0.029057974,0.09067449,,,,,18,640,360,16:09,1:01,h264,1,30,29.97002997,59.94005994,3,1,2,8.0,1,1166,82.971766
2306,592,1920,1080,61480163,42,0,11,95.25482348,30.42639457,0.0,0.0,0.0,0,0,0.486965181,0.267987397,0.1153596,0.129687822,0.186338875,0.109326458,0.023078978,0.036799069,,,,,30,768,432,16:09,1:01,h264,1,30,29.97002997,59.94005994,3,1,1,8.0,1,943,44.520739
2115,587,1920,1080,93758625,57,0,18,39.8070852,27.68647765,0.0,0.0,0.0,0,0,0.255549447,0.133973926,0.324091596,0.286385031,0.218211976,0.072434226,0.074241535,0.122094852,,,,,50,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,28,0.770312
682,500,1920,1080,18279293,14,0,18,40.83923496,19.74548711,0.0,0.0,0.0,0,0,0.232041538,0.460294657,0.245024916,0.062638889,0.221316571,0.104496398,0.085761809,0.076917371,0.0,0.0,0.0,0.0,55,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,66,3.863136
1272,521,1920,1080,43730001,32,0,18,64.25003379,30.10134793,0.0,0.0,0.0,0,0,0.197032697,0.346784658,0.346546103,0.109636542,0.065885467,0.048832374,0.057065935,0.073446061,,,,,22,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,4049,92.839863
1196,517,1920,1080,55691714,37,0,16,66.67963812,41.84506638,0.0,0.0,0.0,0,0,0.263877797,0.447296811,0.193093011,0.095732382,0.100469269,0.170464109,0.081682543,0.034487805,,,,,20,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,3519,78.179566
1553,559,1920,1080,30290080,21,0,5,55.70496565,30.56634924,0.0,0.0,0.0,0,0,0.380048868,0.3654665,0.160475502,0.094009131,0.335982391,0.176803437,0.009822356,0.067456667,,,,,20,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,9352,99.593731
2147,589,1920,1080,14244904,9,0,-1,18.35184038,21.38575117,0.0,0.0,0.0,0,0,0.678582337,0.299476595,0.018030639,0.00391043,0.509041231,0.119657483,0.021262914,0.003031383,,,,,26,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,2499,94.955975
1171,516,1920,1080,99183366,72,0,15,41.70558124,24.20970128,0.0,0.0,0.0,0,0,0.189167149,0.247339892,0.345484825,0.218008134,0.437336606,0.095335284,0.055388049,0.072541136,,,,,45,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,161,11.712289
2408,594,1920,1080,5970385,3,0,13,55.8642125,40.1272125,0.0,0.0,0.0,0,0,0.49852318,0.199970984,0.112560684,0.188945152,0.370762725,0.081109309,0.050410155,0.117485591,0.227953731,0.076772486,0.056502956,0.248223261,55,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,63,6.060174
1214,517,1920,1080,55691714,37,0,16,66.67963812,41.84506638,0.0,0.0,0.0,0,0,0.263877797,0.447296811,0.193093011,0.095732382,0.100469269,0.170464109,0.081682543,0.034487805,,,,,26,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,3222,80.735236
1298,521,1920,1080,43730001,32,0,18,64.25003379,30.10134793,0.0,0.0,0.0,0,0,0.197032697,0.346784658,0.346546103,0.109636542,0.065885467,0.048832374,0.057065935,0.073446061,,,,,30,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,470,42.434419
2038,579,1920,1080,15909332,10,0,-1,52.197128,27.292244,0.0,0.0,0.0,0,0,0.114146412,0.074962384,0.212727945,0.598163259,0.083075067,0.010454371,0.124288816,0.431087509,,,,,45,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,43,0.112225
658,500,1920,1080,18279293,14,0,18,40.83923496,19.74548711,0.0,0.0,0.0,0,0,0.232041538,0.460294657,0.245024916,0.062638889,0.221316571,0.104496398,0.085761809,0.076917371,0.0,0.0,0.0,0.0,35,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,306,53.690966
3801,643,1920,1080,57693203,43,0,-1,43.52793476,25.43164865,0.0,0.0,0.0,0,0,0.629506173,0.21817419,0.142203414,0.010116223,1.191862419,0.059798767,0.113401604,0.017132323,,,,,24,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,762,78.405336
668,500,1920,1080,18279293,14,0,18,40.83923496,19.74548711,0.0,0.0,0.0,0,0,0.232041538,0.460294657,0.245024916,0.062638889,0.221316571,0.104496398,0.085761809,0.076917371,0.0,0.0,0.0,0.0,45,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,423,41.587852
788,506,1080,1080,4273178,3,0,6,72.67890244,21.78870732,0.0,0.0,0.0,0,0,0.435622142,0.394137374,0.106774834,0.063465649,0.641124617,0.14965495,0.127581017,0.085503197,0.447774884,0.325533234,0.097636792,0.024604859,28,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,838,75.306144
3632,640,1920,1080,96251581,76,0,-1,28.82063916,19.5669223,0.0,0.0,0.0,0,0,0.293952868,0.281984793,0.337994309,0.08606803,0.198002358,0.065723021,0.051110246,0.095574121,,,,,55,960,540,16:09,1:01,h264,1,31,29.97002997,59.94005994,3,1,1,8.0,1,91,9.279414
3596,640,1920,1080,96251581,76,0,-1,28.82063916,19.5669223,0.0,0.0,0.0,0,0,0.293952868,0.281984793,0.337994309,0.08606803,0.198002358,0.065723021,0.051110246,0.095574121,,,,,28,768,432,16:09,1:01,h264,1,30,29.97002997,59.94005994,3,1,1,8.0,1,497,67.084312
2167,589,1920,1080,14244904,9,0,-1,18.35184038,21.38575117,0.0,0.0,0.0,0,0,0.678582337,0.299476595,0.018030639,0.00391043,0.509041231,0.119657483,0.021262914,0.003031383,,,,,35,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,168,45.86264
300,489,1920,1080,82496887,59,0,24,50.71130299,23.46897486,0.0,0.0,0.0,0,0,0.26379485,0.338907697,0.220381462,0.176915992,0.071674892,0.049223042,0.062622204,0.112147026,,,,,35,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,120,13.181658
2001,579,1920,1080,15909332,10,0,-1,52.197128,27.292244,0.0,0.0,0.0,0,0,0.114146412,0.074962384,0.212727945,0.598163259,0.083075067,0.010454371,0.124288816,0.431087509,,,,,24,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,1181,71.400341
552,499,1920,1080,4059928,3,0,0,40.87123438,22.25353125,0.0,0.0,0.0,0,0,0.20368302,0.15319139,0.183634688,0.459490902,0.152838984,0.036405597,0.110051644,0.443071134,0.21588706,0.077165854,0.050071597,0.341452429,20,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,468,51.31875
1861,568,1920,1080,85806758,61,0,18,46.67792866,34.67334162,0.0,0.0,0.0,0,0,0.273930845,0.170702643,0.151397248,0.403969264,0.151907178,0.011603884,0.073686501,0.547842601,,,,,26,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,1621,80.036025
2623,603,1920,1080,119198592,91,0,20,64.31217741,18.38613901,0.0,0.0,0.0,0,0,0.237071599,0.584283935,0.066498843,0.112145624,0.275629381,0.404444267,0.011167734,0.118169915,0.109928233,0.322823549,0.067571619,0.145323697,55,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,33,2.182493
144,420,1920,1080,25957287,17,1,-1,63.28670167,27.16095704,0.0,0.0,0.0,0,0,0.699384163,0.234405864,0.056693512,0.009516461,0.304069795,0.094710728,0.014283798,0.009943608,,,,,18,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,2027,78.351909
3699,641,1920,1080,16206082,13,0,-1,98.10453299,25.10008538,0.0,0.0,0.0,0,0,0.283849987,0.307036876,0.258704025,0.150409111,0.14969801,0.022830094,0.071207234,0.05404967,,,,,50,416,234,16:09,1:01,h264,1,30,59.963,119.926,3,1,2,8.0,1,52,0.447298
3569,640,1920,1080,96251581,76,0,-1,28.82063916,19.5669223,0.0,0.0,0.0,0,0,0.293952868,0.281984793,0.337994309,0.08606803,0.198002358,0.065723021,0.051110246,0.095574121,,,,,20,1920,1080,16:09,1:01,h264,0,40,29.97002997,59.94005994,3,1,1,8.0,1,6223,97.954326
2844,616,1920,1080,12888070,9,0,19,49.97425116,27.35286977,0.0,0.0,0.0,0,0,0.208043821,0.424129533,0.098948688,0.268877958,0.152244611,0.124383263,0.025376506,1.186827558,,,,,18,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,12633,99.216426
2607,603,1920,1080,119198592,91,0,20,64.31217741,18.38613901,0.0,0.0,0.0,0,0,0.237071599,0.584283935,0.066498843,0.112145624,0.275629381,0.404444267,0.011167734,0.118169915,0.109928233,0.322823549,0.067571619,0.145323697,40,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,139,26.360307
3609,640,1920,1080,96251581,76,0,-1,28.82063916,19.5669223,0.0,0.0,0.0,0,0,0.293952868,0.281984793,0.337994309,0.08606803,0.198002358,0.065723021,0.051110246,0.095574121,,,,,35,768,432,16:09,1:01,h264,1,30,29.97002997,59.94005994,3,1,1,8.0,1,243,46.015462
568,499,1920,1080,4059928,3,0,0,40.87123438,22.25353125,0.0,0.0,0.0,0,0,0.20368302,0.15319139,0.183634688,0.459490902,0.152838984,0.036405597,0.110051644,0.443071134,0.21588706,0.077165854,0.050071597,0.341452429,26,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,860,78.452316
1701,564,1920,1080,7102270,5,0,23,32.78192857,6.293928571,0.0,0.0,0.0,0,0,0.132334909,0.17446494,0.412738555,0.280461597,0.071962874,0.075896369,0.189326753,0.210972601,0.187146867,0.20257584,0.029756501,0.359966206,20,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,694,75.735978
2910,616,1920,1080,12888070,9,0,19,49.97425116,27.35286977,0.0,0.0,0.0,0,0,0.208043821,0.424129533,0.098948688,0.268877958,0.152244611,0.124383263,0.025376506,1.186827558,,,,,55,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,177,14.408198
2436,596,1920,1080,24468203,17,0,-1,59.44531707,26.26952439,0.0,0.0,0.0,0,0,0.39139564,0.29284256,0.276022377,0.039739423,0.385212708,0.059880386,0.152001122,0.023334924,,,,,26,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,2701,85.887935
2690,605,1920,1080,80586751,59,0,21,47.64459224,20.15774404,0.0,0.0,0.0,0,0,0.799812886,0.088980999,0.037327675,0.07387844,3.423602886,0.038299254,0.006729283,0.258969851,,,,,50,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,54,1.60949
1484,538,1920,1080,13663792,12,0,-1,52.15500683,2.33334471,0.0,0.0,25.0,0,0,0.285901492,0.292318512,0.286836259,0.134943737,0.167524177,0.068473148,0.082001134,0.138214419,,,,,20,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,854,83.947914
1415,529,1920,1080,16531345,11,0,-1,39.65743728,21.41779211,0.0,0.0,0.0,0,0,0.272218525,0.331726145,0.298045268,0.098010063,0.131800955,0.04442062,0.057568683,0.064669986,,,,,22,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,6784,97.665861
3526,639,1920,1080,699636965,530,0,-1,34.01855623,5.464431614,0.0,0.0,0.0,0,0,0.343024209,0.064613608,0.02812625,0.008680377,0.464185067,0.007510975,0.026431253,0.006941976,0.303914404,0.057434737,0.029030878,0.011478337,28,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,134,70.080082
3733,642,1920,1080,36943508,32,0,-1,38.93285095,13.17947357,0.0,0.0,0.0,0,0,0.773308738,0.109934253,0.069156379,0.04760063,0.357759555,0.052258223,0.008513239,0.029862411,,,,,26,960,540,16:09,1:01,h264,1,32,59.963,119.926,3,1,1,8.0,1,1232,68.512456
1040,514,1920,1080,99164715,72,0,15,40.44138358,24.32587326,0.0,0.0,0.0,0,0,0.188883102,0.254786201,0.34130562,0.215025077,0.43364271,0.093537323,0.046028051,0.073055431,,,,,55,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,39,3.251587
1502,538,1920,1080,13663792,12,0,-1,52.15500683,2.33334471,0.0,0.0,25.0,0,0,0.285901492,0.292318512,0.286836259,0.134943737,0.167524177,0.068473148,0.082001134,0.138214419,,,,,26,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,266,73.122965
215,422,1920,1080,11042927,8,1,-1,54.98057692,9.780447115,0.0,0.0,0.0,0,0,0.345901331,0.510617927,0.072284594,0.071196148,1.129176458,0.900910997,0.117467822,0.056645075,,,,,28,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,201,51.052856
3322,630,1920,1080,96267824,76,0,7,29.29681738,19.56494074,0.0,0.0,0.0,0,0,0.293952868,0.281984793,0.337994309,0.08606803,0.198002358,0.065723021,0.051110246,0.095574121,,,,,35,768,432,16:09,1:01,h264,1,30,29.97002997,59.94005994,3,1,1,8.0,1,243,46.095993
893,507,1080,1080,26252976,20,0,-1,56.01415726,20.03459677,0.0,0.0,0.0,0,0,0.046932727,0.227571159,0.148065272,0.577430841,0.063096291,0.082944016,0.14661781,0.299984902,,,,,55,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,251,16.43022
2238,590,1920,1080,131523770,92,0,21,30.45621048,16.72294323,0.0,0.0,0.0,0,0,0.337243602,0.103700167,0.057886285,0.001169946,0.245421577,0.009007166,0.044849089,0.001300449,0.337243602,0.103700167,0.057886285,0.001169946,35,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,77,19.753962
1705,564,1920,1080,7102270,5,0,23,32.78192857,6.293928571,0.0,0.0,0.0,0,0,0.132334909,0.17446494,0.412738555,0.280461597,0.071962874,0.075896369,0.189326753,0.210972601,0.187146867,0.20257584,0.029756501,0.359966206,22,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,802,80.460457
3214,626,1920,1080,31945504,25,0,-1,27.95929919,18.88836792,0.0,0.0,0.0,0,0,0.315484664,0.286889146,0.256696888,0.140929302,0.197721957,0.051072019,0.029057974,0.09067449,,,,,20,768,432,16:09,1:01,h264,1,30,29.97002997,59.94005994,3,1,1,8.0,1,1176,85.392374
1980,579,1920,1080,15909332,10,0,-1,52.197128,27.292244,0.0,0.0,0.0,0,0,0.114146412,0.074962384,0.212727945,0.598163259,0.083075067,0.010454371,0.124288816,0.431087509,,,,,18,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,6389,97.37195
2090,587,1920,1080,93758625,57,0,18,39.8070852,27.68647765,0.0,0.0,0.0,0,0,0.255549447,0.133973926,0.324091596,0.286385031,0.218211976,0.072434226,0.074241535,0.122094852,,,,,30,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,418,46.107212
3072,620,1920,1080,148875111,103,0,-1,67.64634417,21.36212427,0.0,0.0,0.0,0,0,0.353176039,0.075031186,0.031603652,0.040189124,0.316974117,0.035837408,0.004512484,0.015204369,0.353176039,0.075031186,0.031603652,0.040189124,22,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,3169,90.369293
2382,594,1920,1080,5970385,3,0,13,55.8642125,40.1272125,0.0,0.0,0.0,0,0,0.49852318,0.199970984,0.112560684,0.188945152,0.370762725,0.081109309,0.050410155,0.117485591,0.227953731,0.076772486,0.056502956,0.248223261,35,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,2729,74.406475
2851,616,1920,1080,12888070,9,0,19,49.97425116,27.35286977,0.0,0.0,0.0,0,0,0.208043821,0.424129533,0.098948688,0.268877958,0.152244611,0.124383263,0.025376506,1.186827558,,,,,20,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,3054,92.563805
192,422,1920,1080,11042927,8,1,-1,54.98057692,9.780447115,0.0,0.0,0.0,0,0,0.345901331,0.510617927,0.072284594,0.071196148,1.129176458,0.900910997,0.117467822,0.056645075,,,,,22,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,565,68.609805
3677,641,1920,1080,16206082,13,0,-1,98.10453299,25.10008538,0.0,0.0,0.0,0,0,0.283849987,0.307036876,0.258704025,0.150409111,0.14969801,0.022830094,0.071207234,0.05404967,,,,,35,1920,1080,16:09,1:01,h264,0,42,59.963,119.926,3,1,1,8.0,1,3602,70.067687
3274,626,1920,1080,31945504,25,0,-1,27.95929919,18.88836792,0.0,0.0,0.0,0,0,0.315484664,0.286889146,0.256696888,0.140929302,0.197721957,0.051072019,0.029057974,0.09067449,,,,,55,416,234,16:09,1:01,h264,1,13,29.97002997,59.94005994,3,1,2,8.0,1,26,1.144104
409,494,1920,1080,53761798,38,0,22,52.43496482,27.01573241,0.0,0.0,0.0,0,0,0.595390625,0.342264339,0.055095968,0.007249068,0.33396846,0.175740858,0.040626985,0.003115222,,,,,22,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,5476,93.393773
1805,565,1920,1080,32088816,24,0,8,54.89797655,19.91498325,0.0,0.0,0.0,0,0,0.075544303,0.153894033,0.423124518,0.347437146,0.109906627,0.042354913,0.069631885,1.105086251,,,,,30,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,167,20.500023
927,513,1920,1080,25387349,18,0,-1,43.69153289,22.62212939,0.0,0.0,0.0,0,0,0.438652424,0.367373007,0.176922422,0.017052148,0.663963931,0.038395557,0.173409526,0.02723059,,,,,26,768,432,16:09,1:01,h264,1,30,25.0,50.0,3,1,1,8.0,1,1064,59.895342
3025,619,1920,1080,70899857,44,0,21,59.34883971,16.51877505,0.0,0.0,0.0,0,0,0.547798354,0.276897666,0.137841596,0.037462384,0.391498131,0.077077801,0.030754675,0.025930147,,,,,30,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,593,71.025002
3820,643,1920,1080,57693203,43,0,-1,43.52793476,25.43164865,0.0,0.0,0.0,0,0,0.629506173,0.21817419,0.142203414,0.010116223,1.191862419,0.059798767,0.113401604,0.017132323,,,,,30,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,295,57.455923
2052,587,1920,1080,93758625,57,0,18,39.8070852,27.68647765,0.0,0.0,0.0,0,0,0.255549447,0.133973926,0.324091596,0.286385031,0.218211976,0.072434226,0.074241535,0.122094852,,,,,18,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,4024,93.284942
3125,620,1920,1080,148875111,103,0,-1,67.64634417,21.36212427,0.0,0.0,0.0,0,0,0.353176039,0.075031186,0.031603652,0.040189124,0.316974117,0.035837408,0.004512484,0.015204369,0.353176039,0.075031186,0.031603652,0.040189124,55,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,313,19.190156
854,507,1080,1080,26252976,20,0,-1,56.01415726,20.03459677,0.0,0.0,0.0,0,0,0.046932727,0.227571159,0.148065272,0.577430841,0.063096291,0.082944016,0.14661781,0.299984902,,,,,26,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,676,54.254647
1450,529,1920,1080,16531345,11,0,-1,39.65743728,21.41779211,0.0,0.0,0.0,0,0,0.272218525,0.331726145,0.298045268,0.098010063,0.131800955,0.04442062,0.057568683,0.064669986,,,,,35,416,234,16:09,1:01,h264,1,13,25.0,50.0,3,1,2,8.0,1,110,14.700031
3019,619,1920,1080,70899857,44,0,21,59.34883971,16.51877505,0.0,0.0,0.0,0,0,0.547798354,0.276897666,0.137841596,0.037462384,0.391498131,0.077077801,0.030754675,0.025930147,,,,,28,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,745,75.475956
798,506,1080,1080,4273178,3,0,6,72.67890244,21.78870732,0.0,0.0,0.0,0,0,0.435622142,0.394137374,0.106774834,0.063465649,0.641124617,0.14965495,0.127581017,0.085503197,0.447774884,0.325533234,0.097636792,0.024604859,35,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,1238,79.106035
2993,619,1920,1080,70899857,44,0,21,59.34883971,16.51877505,0.0,0.0,0.0,0,0,0.547798354,0.276897666,0.137841596,0.037462384,0.391498131,0.077077801,0.030754675,0.025930147,,,,,20,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,7802,97.996542
2880,616,1920,1080,12888070,9,0,19,49.97425116,27.35286977,0.0,0.0,0.0,0,0,0.208043821,0.424129533,0.098948688,0.268877958,0.152244611,0.124383263,0.025376506,1.186827558,,,,,30,1920,1080,16:09,1:01,h264,0,40,25.0,50.0,3,1,1,8.0,1,3262,91.949444
1669,561,1920,1080,160546244,117,0,14,41.52797882,18.59060198,0.0,0.0,0.0,0,0,0.173611111,0.130055861,0.131411876,0.064921152,0.11756548,0.047369763,0.049457888,0.082319458,0.173611111,0.130055861,0.131411876,0.064921152,40,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,203,29.530542
960,513,1920,1080,25387349,18,0,-1,43.69153289,22.62212939,0.0,0.0,0.0,0,0,0.438652424,0.367373007,0.176922422,0.017052148,0.663963931,0.038395557,0.173409526,0.02723059,,,,,50,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,149,4.446529
1494,538,1920,1080,13663792,12,0,-1,52.15500683,2.33334471,0.0,0.0,25.0,0,0,0.285901492,0.292318512,0.286836259,0.134943737,0.167524177,0.068473148,0.082001134,0.138214419,,,,,24,1280,720,16:09,1:01,h264,1,31,25.0,50.0,3,1,0,8.0,1,832,87.364731
2371,594,1920,1080,5970385,3,0,13,55.8642125,40.1272125,0.0,0.0,0.0,0,0,0.49852318,0.199970984,0.112560684,0.188945152,0.370762725,0.081109309,0.050410155,0.117485591,0.227953731,0.076772486,0.056502956,0.248223261,28,960,540,16:09,1:01,h264,1,31,25.0,50.0,3,1,1,8.0,1,1957,71.696222
3062,620,1920,1080,148875111,103,0,-1,67.64634417,21.36212427,0.0,0.0,0.0,0,0,0.353176039,0.075031186,0.031603652,0.040189124,0.316974117,0.035837408,0.004512484,0.015204369,0.353176039,0.075031186,0.031603652,0.040189124,18,640,360,16:09,1:01,h264,1,30,25.0,50.0,3,1,2,8.0,1,1757,68.325627
